id,name,group,source_page,column_index,row_index,crop_center_xy,bbox_square_xyxy,raw_crop_path,icon_128_path
305,古卷执政官,group_305-320,257-320,4,1,"[1436, 64]","[1374, 2, 1498, 126]",raw_crops/group_305-320/305_古卷执政官.png,icons_128/group_305-320/305_古卷执政官.png
306,古卷匣魔像,group_305-320,257-320,4,2,"[1436, 192]","[1374, 130, 1498, 254]",raw_crops/group_305-320/306_古卷匣魔像.png,icons_128/group_305-320/306_古卷匣魔像.png
307,绒绒,group_305-320,257-320,4,3,"[1436, 320]","[1374, 258, 1498, 382]",raw_crops/group_305-320/307_绒绒.png,icons_128/group_305-320/307_绒绒.png
308,小绒茧,group_305-320,257-320,4,4,"[1436, 448]","[1374, 386, 1498, 510]",raw_crops/group_305-320/308_小绒茧.png,icons_128/group_305-320/308_小绒茧.png
309,绒仙子,group_305-320,257-320,4,5,"[1436, 576]","[1374, 514, 1498, 638]",raw_crops/group_305-320/309_绒仙子.png,icons_128/group_305-320/309_绒仙子.png
310,犀角鸟,group_305-320,257-320,4,6,"[1436, 704]","[1374, 642, 1498, 766]",raw_crops/group_305-320/310_犀角鸟.png,icons_128/group_305-320/310_犀角鸟.png
311,光纤兽,group_305-320,257-320,4,7,"[1436, 832]","[1374, 770, 1498, 894]",raw_crops/group_305-320/311_光纤兽.png,icons_128/group_305-320/311_光纤兽.png
312,疾光千兽,group_305-320,257-320,4,8,"[1436, 960]","[1374, 898, 1498, 1022]",raw_crops/group_305-320/312_疾光千兽.png,icons_128/group_305-320/312_疾光千兽.png
313,果冻,group_305-320,257-320,4,9,"[1436, 1088]","[1374, 1026, 1498, 1150]",raw_crops/group_305-320/313_果冻.png,icons_128/group_305-320/313_果冻.png
314,抹茶布丁,group_305-320,257-320,4,10,"[1436, 1216]","[1374, 1154, 1498, 1278]",raw_crops/group_305-320/314_抹茶布丁.png,icons_128/group_305-320/314_抹茶布丁.png
315,椰浆布丁,group_305-320,257-320,4,11,"[1436, 1344]","[1374, 1282, 1498, 1406]",raw_crops/group_305-320/315_椰浆布丁.png,icons_128/group_305-320/315_椰浆布丁.png
316,熔岩布丁,group_305-320,257-320,4,12,"[1436, 1472]","[1374, 1410, 1498, 1534]",raw_crops/group_305-320/316_熔岩布丁.png,icons_128/group_305-320/316_熔岩布丁.png
317,星尘虫,group_305-320,257-320,4,13,"[1436, 1600]","[1374, 1538, 1498, 1662]",raw_crops/group_305-320/317_星尘虫.png,icons_128/group_305-320/317_星尘虫.png
318,落星虫,group_305-320,257-320,4,14,"[1436, 1728]","[1374, 1666, 1498, 1790]",raw_crops/group_305-320/318_落星虫.png,icons_128/group_305-320/318_落星虫.png
319,陨星虫,group_305-320,257-320,4,15,"[1436, 1856]","[1374, 1794, 1498, 1918]",raw_crops/group_305-320/319_陨星虫.png,icons_128/group_305-320/319_陨星虫.png
320,双灯鱼,group_305-320,257-320,4,16,"[1436, 1984]","[1374, 1922, 1498, 2046]",raw_crops/group_305-320/320_双灯鱼.png,icons_128/group_305-320/320_双灯鱼.png
321,利灯鱼,group_321-328,321-347,1,1,"[264, 75]","[198, 9, 330, 141]",raw_crops/group_321-328/321_利灯鱼.png,icons_128/group_321-328/321_利灯鱼.png
322,月牙雪熊,group_321-328,321-347,1,2,"[264, 210]","[198, 144, 330, 276]",raw_crops/group_321-328/322_月牙雪熊.png,icons_128/group_321-328/322_月牙雪熊.png
323,嗜光嗡嗡,group_321-328,321-347,1,3,"[264, 344]","[198, 278, 330, 410]",raw_crops/group_321-328/323_嗜光嗡嗡.png,icons_128/group_321-328/323_嗜光嗡嗡.png
324,窃光蚊,group_321-328,321-347,1,4,"[264, 480]","[198, 414, 330, 546]",raw_crops/group_321-328/324_窃光蚊.png,icons_128/group_321-328/324_窃光蚊.png
325,柴渣虫,group_321-328,321-347,1,5,"[264, 612]","[198, 546, 330, 678]",raw_crops/group_321-328/325_柴渣虫.png,icons_128/group_321-328/325_柴渣虫.png
326,燃薪虫,group_321-328,321-347,1,6,"[264, 740]","[198, 674, 330, 806]",raw_crops/group_321-328/326_燃薪虫.png,icons_128/group_321-328/326_燃薪虫.png
327,空空颅,group_321-328,321-347,1,7,"[264, 874]","[198, 808, 330, 940]",raw_crops/group_321-328/327_空空颅.png,icons_128/group_321-328/327_空空颅.png
328,夜宿颅,group_321-328,321-347,1,8,"[264, 1004]","[198, 938, 330, 1070]",raw_crops/group_321-328/328_夜宿颅.png,icons_128/group_321-328/328_夜宿颅.png
329,夜枭,group_329-336,321-347,2,1,"[638, 75]","[572, 9, 704, 141]",raw_crops/group_329-336/329_夜枭.png,icons_128/group_329-336/329_夜枭.png
330,粉粉星,group_329-336,321-347,2,2,"[638, 210]","[572, 144, 704, 276]",raw_crops/group_329-336/330_粉粉星.png,icons_128/group_329-336/330_粉粉星.png
331,小皮球,group_329-336,321-347,2,3,"[638, 344]","[572, 278, 704, 410]",raw_crops/group_329-336/331_小皮球.png,icons_128/group_329-336/331_小皮球.png
332,贝瑟,group_329-336,321-347,2,4,"[638, 480]","[572, 414, 704, 546]",raw_crops/group_329-336/332_贝瑟.png,icons_128/group_329-336/332_贝瑟.png
333,贝加尔,group_329-336,321-347,2,5,"[638, 612]","[572, 546, 704, 678]",raw_crops/group_329-336/333_贝加尔.png,icons_128/group_329-336/333_贝加尔.png
334,贝古斯,group_329-336,321-347,2,6,"[638, 740]","[572, 674, 704, 806]",raw_crops/group_329-336/334_贝古斯.png,icons_128/group_329-336/334_贝古斯.png
335,粉星仔,group_329-336,321-347,2,7,"[638, 874]","[572, 808, 704, 940]",raw_crops/group_329-336/335_粉星仔.png,icons_128/group_329-336/335_粉星仔.png
336,粉耳星兔,group_329-336,321-347,2,8,"[638, 1004]","[572, 938, 704, 1070]",raw_crops/group_329-336/336_粉耳星兔.png,icons_128/group_329-336/336_粉耳星兔.png
337,落陨星兔,group_337-344,321-347,3,1,"[986, 75]","[920, 9, 1052, 141]",raw_crops/group_337-344/337_落陨星兔.png,icons_128/group_337-344/337_落陨星兔.png
338,布瓜蝌,group_337-344,321-347,3,2,"[986, 210]","[920, 144, 1052, 276]",raw_crops/group_337-344/338_布瓜蝌.png,icons_128/group_337-344/338_布瓜蝌.png
339,上岸蛙,group_337-344,321-347,3,3,"[986, 344]","[920, 278, 1052, 410]",raw_crops/group_337-344/339_上岸蛙.png,icons_128/group_337-344/339_上岸蛙.png
340,火红尾,group_337-344,321-347,3,4,"[986, 480]","[920, 414, 1052, 546]",raw_crops/group_337-344/340_火红尾.png,icons_128/group_337-344/340_火红尾.png
341,雅丹鬃,group_337-344,321-347,3,5,"[986, 612]","[920, 546, 1052, 678]",raw_crops/group_337-344/341_雅丹鬃.png,icons_128/group_337-344/341_雅丹鬃.png
342,春团,group_337-344,321-347,3,6,"[986, 740]","[920, 674, 1052, 806]",raw_crops/group_337-344/342_春团.png,icons_128/group_337-344/342_春团.png
343,春兔,group_337-344,321-347,3,7,"[986, 874]","[920, 808, 1052, 940]",raw_crops/group_337-344/343_春兔.png,icons_128/group_337-344/343_春兔.png
344,春花兔,group_337-344,321-347,3,8,"[986, 1004]","[920, 938, 1052, 1070]",raw_crops/group_337-344/344_春花兔.png,icons_128/group_337-344/344_春花兔.png
345,幽星光,group_345-347,321-347,4,1,"[1348, 78]","[1282, 12, 1414, 144]",raw_crops/group_345-347/345_幽星光.png,icons_128/group_345-347/345_幽星光.png
346,曜星光,group_345-347,321-347,4,2,"[1348, 203]","[1282, 137, 1414, 269]",raw_crops/group_345-347/346_曜星光.png,icons_128/group_345-347/346_曜星光.png
347,暮星辰,group_345-347,321-347,4,3,"[1348, 327]","[1282, 261, 1414, 393]",raw_crops/group_345-347/347_暮星辰.png,icons_128/group_345-347/347_暮星辰.png
